price,address,bathroom,bedroom,furnish,description,property type,ID,longitude,latitude
"€1,250 Per month","55 Church Street, Howth, Dublin 13, North Dublin City",0,0,Furnished,"
                        ** FULLY REFURBISHED 7 STUDIO WITH BEAUTIFUL HARBOUR VIEW, 5 MINI WALK TO HOWTH TRAIN STATION** 

Please contact by email ONLY. 

Capel Abbey is proud to present the first letting of this bright and cosy a studio apartment in Howth. 

The studio apartments are recently fully refurbished and presented in a stunning condition. 

There is a fully fitted kitchen with all brand new appliances. 

The bathroom is fully tiled and features a stylish walk-in shower with glass door. 

The studio apartment has its own private entrance door. 

Parts of the Studio Apartment have a magnificent view of the harbour in Howth. 

Superior location with DART station nearby. 

It is less than 5 mins walk from DART station. 

All of the amenities of Howth are on your doorstep. 

The property is also close to a wide range of shops, bars, restaurants and leisure facilities in Howth. 

Property Features: 
- Fully Refurbished 
- Modern high-end Kitchen and Bathrooms 
- Open plan bedroom with walk-in rain shower 
- Amazing views - Washer/Dryer and Microwave Included 

Location: 
- Howth DART station 
- 25 mins from Dublin City Centre, Conolly station 
- Easy Access to Howth Harbour 
- Great choice of shops and dining facilities 
- Walking distance to Howth Yacht Club 
- Less than 5 minutes from Howth Market 

Following documents will be required before the commencement of the tenancy. 
- Brief personal introduction. 
- Work and Tenancy References 


Above should be sent in advanced by email.
                    ",Studio,22057353,-6.069361,53.387805
"€1,250 Per month","Bridge Street, Ringsend, Dublin 4, South Dublin City",1,1,Furnished,,Flat,22038548,-6.228214,53.341625
"€1,250 Per month","Courtlough, Ballbriggan, Balbriggan, North Co. Dublin",1,1,Furnished,"
                        AVAILABLE RIGHT AWAY!

The accommodation consists of a large bedroom, bathroom and kitchen/living area. Property comes fully furnished with the option to have Double Bed or Bunk Beds put in. 

This Cottage style apartment is situated right next to the Man O'War restaurant & bar in Courtlough, Balbriggan, Co. Dublin. Just off the M1 and only a 5 minute drive from M1 Business Park, this accommodation is ideal for people with jobs in one of  the many companies in the business park, such as Total Produce, Kube Kitchens or Murdock Building suppliers. Lynas Foods is also a short drive from the property. 

This makes this accommodation perfect for with a job in the local area or someone living in Dublin and wants to escape from the city. 

Secure parking to the back of property.

Utility bills Included in rent.

Quiet location.

***Call or Email to arrange vieiwing***
                    ",Apartment,22055572,-6.200246,53.569341
"€1,250 Per month","Collins Ave, Santry, Dublin 9, North Dublin City",1,1,Furnished,"
                        1st let of this bright  spacious 1/2 bed annexe, designed and insulated to a very high specification with own door. This property consists of a sitting room, kitchen, double bedroom and a bathroom. 

It is ideally situated across from DCU, and is well serviced by public transport. 
A short drive will bring you to the M1/M50 intersection together with Dublin airport.  Dublin city centre is a short commute.  Within walking distance there is a host of local amenities including Omni Shopping Centre, bars, clubs and restaurants.
                    ",Apartment,21999285,-6.229355,53.378535
"€1,250 Per month","Flat 3, 69 Rathgar Road, Rathgar, Dublin 6, South Dublin City",0,0,Furnished,"
                        Belgrave Property Management are delighted to present this beautiful, cozy studio apartment in the heart of the ever popular Rathgar. (24 Sqm) 

This apartment comprises a kitchen, living room, and dining area. The bathroom is fitted with a power shower and the apartment features built in wardrobes to ensure ample storage. 

Rathgar is a vibrant and energetic village just 20 minutes walk from the city centre of Dublin. Within the village there are a wide variety of shopping, dining and entertainment conveniences including Supervalu, 108 Gastropub, Iconic Fitness and The Butler's Pantry to name but a few. Numerous bus routes servicing all parts of the city pass the front door while the nearest LUAS ( Ranelagh ) is 17 minutes walk away. 

Viewing is essential to appreciate this fine property.
                    ",Studio,22058599,-6.272246,"53.3154,"""
"€1,250 Per month","75 Dorset Street Upper, Dublin 1, Dublin City Centre",0,0,Furnished,"
                        Excellent studio apartment to rent in the heart of Dublin City.

Fully furnished and recently renovated, with spacious proportions, high ceilings and tasteful design. Superb central location.

Five minutes walk to O'Connell  Street / City Centre, with a host of amenities on your door step, including 
DIT Grangegorman, The Mater hospital, bars and restaurants 

Applicants must have:

Identification
References 
Cash Deposit €500
(Note: Deposit will be receipted and deducted from total due on signing of the lease).
                    ",Studio,22047620,-6.264355,53.357255
"€1,250 Per month","50 mellowes avenue finglas West dublin 11, Finglas, Dublin 11, North Dublin City",1,1,Furnished,,Flat,22059199,-6.313735,53.391298
"€1,250 Per month","Flat 8, 34 Grove Park, Rathmines, Dublin 6, South Dublin City",0,0,Furnished,"
                        Belgrave Property Management are delighted to present this beautiful, cozy studio apartment in the heart of the ever popular Rathmines. 

This apartment comprises a kitchen, living room, and dining area. The bathroom is fitted with a power shower and the apartment features built in wardrobes to ensure ample storage. 

Rathmines is a vibrant and energetic village just 15 minutes walk from the city centre of Dublin. Within the village there are a wide variety of shopping, dining and entertainment conveniences including Tesco, Lidl, Swan Leisure, Blackbird and Copan to name but a few. Numerous bus routes servicing all parts of the city pass the front door while the nearest LUAS (Charlemont) is just 10 minutes walk away. 

Viewing is essential to appreciate this fine property.
                    ",Studio,22060999,-6.268353,53.329553
"€1,250 Per month","84block D clifden court ellis quay Dublin 7, Dublin 7, North Dublin City",1,1,Furnished,,Apartment,22052120,-6.282977,"53.34702,"
"€1,250 Per month","12 St Columbas Road Upper, Drumcondra, Dublin 9, North Dublin City",1,1,Furnished,,Flat,22049129,-6.262734,53.364888
"€1,250 Per month","The Maltings,South City Centre, Dublin 8, South Dublin City",1,1,Furnished,"
                        *** Please repsond via email, thanks *** 

Gillespie Lowe are delighted to welcome this fantastic new property to the lettings market. The property consists of a W/C complete with bath and shower. There is a spacious double bedroom with ample storage space. The open plan living and dinning area opens into the gally style kitchen to the rear. 

The property is located in the highly sought after development of The maltings, in Dublin 8. The maltings is both a modern and very well presented development. While being extremely central to Dublin city, it still maintains it's quite residential atmosphere. The development also boasts a full time on site care taker. As the development is so central there are an abundance of surrounding area's within walking distance, including, The Guinness storehouse, St James Hospital, O'Connell St, Grafton Street, St.Stephen's Green and Grafton St. There is also plenty of public transport available with numerous bus routes in the area and city bike terminals.
                    ",Apartment,22048874,-6.286795,53.338006
"€1,250 Per month","31 Victoria Street, Portobello, Dublin 8, South Dublin City",0,0,Furnished,"
                        Dillon Marshall Property Consultants are delighted to present this beautiful, cozy studio apartment in the heart of the ever popular Portobello.  (13 Sqm)

This apartment comprises a kitchen, living room, and dining area. The bathroom is fitted with a power shower and the apartment features built in wardrobes to ensure ample storage.

Portobello is a vibrant and energetic village just 12 minutes walk from the city centre of Dublin. Within the village there are a wide variety of shopping, dining and entertainment conveniences including FlyeFit, Spar, Bibi's Cafe, Brother Hubbard to name but a few. Numerous bus routes servicing all parts of the city pass the front door while the nearest LUAS ( Ranelagh ) is just 7 minutes walk away.

Viewing is essential to appreciate this fine property.
                    ",Studio,22038617,-6.269845,53.330725
"€1,250 Per month","Wellington Place, Ballsbridge, Dublin 4, South Dublin City",0,0,Furnished,"
                        Follow us on Facebook Ray Cooke Lettings & Instagram Ray Cooke Auctioneer's to see our new listings first!!

*Video Walkthrough available now*

RAY COOKE LETTINGS are delighted to present the first time letting of this newly renovated and refurbished studio apartment in this mid-terraced Georgian building ideally located in one of the most sought after and convenient roads with every conceivable amenity within walking distance.

Internal accommodation comprises: Open plan living/dining room, fitted kitchen to the side of living room and a fully tiled bathroom with electric shower. The property benefits being double glazed window throughout, south facing position and has been refurbished to the highest standard.

The apartment is ideally positioned on this prestigious tree lined road midway between the junction of wellington Road and Upper Leeson Street. Many of the city's amenities are within comfortable walking distance including local shopping in Ballsbridge and Donnybrook. Many of the city's principal places of business are also close by including Ballsbridge, Fitzwilliam Square, St. Stephens Green, the IFSC and the increasingly popular and vibrant South Docklands IT Hub.


Features;

- Studio apartment
- Recently renovated!
- Recently refurbished!
- Bright and spacious accommodation
- South facing Orientation
- Double glazed windows throughout
- Large Built in wardrobes
- Washer/dryer
- Situated in the heart of Ballsbridge
- Parking with permit available!
- Close to every conceivable amenity
- LOCATION LOCATION LOCATION!
- Available Now!


FILL IN YOUR INFORMATION & CLICK EMAIL ADVERTISER ON THE RIGHT HAND SIDE OF THE ADVERTISEMENT - WE WILL CONTACT YOU BY PHONE OR EMAIL WITH VIEWING DETAILS WHEN THEY ARISE
                    ",Studio,22038640,-6.242979,53.328099
"€1,250 Per month","Flat 10, 93 Rathgar Road, Rathgar, Dublin 6, South Dublin City",0,0,Furnished,"
                        Belgrave Property Management are delighted to present this beautiful, cozy studio apartment in the heart of the ever popular Rathgar. (15 Sqm) 

This apartment comprises a kitchen, living room, and dining area. The bathroom is fitted with a power shower and the apartment features built in wardrobes to ensure ample storage. 

Rathgar is a vibrant and energetic village just 20 minutes walk from the city centre of Dublin. Within the village there are a wide variety of shopping, dining and entertainment conveniences including Supervalu, 108 Gastropub, Iconic Fitness and The Butler's Pantry to name but a few. Numerous bus routes servicing all parts of the city pass the front door while the nearest LUAS ( Ranelagh ) is 17 minutes walk away. 

Viewing is essential to appreciate this fine property.
                    ",Studio,22048333,-6.273659,53.313307
"€1,250 Per month","55 Church Street, Howth, Dublin 13, North Dublin City",0,0,Furnished,"
                        ** FULLY REFURBISHED 7 STUDIO WITH BEAUTIFUL HARBOUR VIEW, 5 MINI WALK TO HOWTH TRAIN STATION** 

Please contact by email ONLY. 

Capel Abbey is proud to present the first letting of this bright and cosy a studio apartment in Howth. 

The studio apartments are recently fully refurbished and presented in a stunning condition. 

There is a fully fitted kitchen with all brand new appliances. 

The bathroom is fully tiled and features a stylish walk-in shower with glass door. 

The studio apartment has its own private entrance door. 

Parts of the Studio Apartment have a magnificent view of the harbour in Howth. 

Superior location with DART station nearby. 

It is less than 5 mins walk from DART station. 

All of the amenities of Howth are on your doorstep. 

The property is also close to a wide range of shops, bars, restaurants and leisure facilities in Howth. 

Property Features: 
- Fully Refurbished 
- Modern high-end Kitchen and Bathrooms 
- Open plan bedroom with walk-in rain shower 
- Amazing views - Washer/Dryer and Microwave Included 

Location: 
- Howth DART station 
- 25 mins from Dublin City Centre, Conolly station 
- Easy Access to Howth Harbour 
- Great choice of shops and dining facilities 
- Walking distance to Howth Yacht Club 
- Less than 5 minutes from Howth Market 

Following documents will be required before the commencement of the tenancy. 
- Brief personal introduction. 
- Work and Tenancy References 


Above should be sent in advanced by email.
                    ",Studio,22057353,-6.069361,53.387805
"€1,250 Per month","Bridge Street, Ringsend, Dublin 4, South Dublin City",1,1,Furnished,,Flat,22038548,-6.228214,53.341625
"€1,250 Per month","Courtlough, Ballbriggan, Balbriggan, North Co. Dublin",1,1,Furnished,"
                        AVAILABLE RIGHT AWAY!

The accommodation consists of a large bedroom, bathroom and kitchen/living area. Property comes fully furnished with the option to have Double Bed or Bunk Beds put in. 

This Cottage style apartment is situated right next to the Man O'War restaurant & bar in Courtlough, Balbriggan, Co. Dublin. Just off the M1 and only a 5 minute drive from M1 Business Park, this accommodation is ideal for people with jobs in one of  the many companies in the business park, such as Total Produce, Kube Kitchens or Murdock Building suppliers. Lynas Foods is also a short drive from the property. 

This makes this accommodation perfect for with a job in the local area or someone living in Dublin and wants to escape from the city. 

Secure parking to the back of property.

Utility bills Included in rent.

Quiet location.

***Call or Email to arrange vieiwing***
                    ",Apartment,22055572,-6.200246,53.569341
"€1,250 Per month","Collins Ave, Santry, Dublin 9, North Dublin City",1,1,Furnished,"
                        1st let of this bright  spacious 1/2 bed annexe, designed and insulated to a very high specification with own door. This property consists of a sitting room, kitchen, double bedroom and a bathroom. 

It is ideally situated across from DCU, and is well serviced by public transport. 
A short drive will bring you to the M1/M50 intersection together with Dublin airport.  Dublin city centre is a short commute.  Within walking distance there is a host of local amenities including Omni Shopping Centre, bars, clubs and restaurants.
                    ",Apartment,21999285,-6.229355,53.378535
"€1,248 Per month","Flat 6, 23 Harrington Street, Portobello, Dublin 8, South Dublin City",0,0,Furnished,"
                        Belgrave Property Management are delighted to present this beautiful, cosy studio apartment in the heart of the ever popular Portobello.

This apartment comprises a kitchen, living room, and dining area. The bathroom is fitted with a power shower and the apartment features built in wardrobes to ensure ample storage. 

Portobello is a vibrant and energetic village just 10 minutes walk from the city centre of Dublin. Within the village there are a wide variety of shopping, dining and entertainment conveniences including Tesco, Bastible, Queen of Tarts, 57 The Headline, Flyfit to name but a few. Numerous bus routes servicing all parts of the city pass the front door while the nearest LUAS (Harcourt) is just 8 minutes walk away. 

Viewing is essential to appreciate this fine property.
                    ",Studio,22059950,-6.268048,53.332293
"€1,248 Per month","Apartment 12, Linnen Hall, Balbriggan, North Co. Dublin",1,1,Furnished,,Apartment,22052617,-6.182427,53.611076
"€1,230 Per month","Old Mountpleasant, Ranelagh, Ranelagh, Dublin 6, South Dublin City",0,0,Furnished,,Studio,22059496,-6.258346,53.326609
"€1,230 Per month","Upper Dominick Street, Phibsborough, Dublin 7, North Dublin City",1,1,Furnished,"
                        A wonderful 4th floor, spacious, dual aspect 1 bedroom apartment located ideally in the city centre.

This bright and airy apartment comprises an entrance hall with a utility area, an open plan living room and kitchen, a double bedroom with built-in wardrobe and is complimented by a tiled bathroom complete with bath and shower. The property also boasts a large attic.

Situated within walking distance to the city centre, the location could not be more convenient as a place to enjoy city life. Upper Dominick street has undergone a complete transformation in recent years with state of the art apartments, the new luas line and a number of trendy cafés and bars turning the street into a vibrant place to live. 

This elegant building offers the best of city living, being a 5-minute walk to the villages of Phibsboro and Drumcondra and all the eateries and amenities that these villages have to offer. 

Within walking distance of the city centre and with the LUAS stop on your door step, the location is simply outstanding.

Accommodation

Kitchen/ Living Room (4.13m x 3.25m) Open plan with galley kitchen, feature fireplace. Bedroom (3.32m x 2.89m) Bright, Double 

Bedroom Bathroom (1.76m x 1.57m) Shower over bath; WC; WHB. Hallway (2.08m x 2.48m) Intercom, Storage Cupboard
                    ",Apartment,22060803,-6.270374,53.353779
€281 Per week,"St. Columbus Road Upper, Drumcondra, Dublin 9, North Dublin City",1,1,Furnished,"
                        NO EMAILS PLEASE. I CAN NOT RESPOND 
ONLY PHONE CALLS 018373959

COLOMBUS ROAD UPPER, Dublin 9  Excellent condition one bedroom flat with double fitted wardrobes and bedside lockers.  Open plan fully fitted kitchen / living room.  Kitchen comes with fridge, microwave, cooker and hob and living room space has 2 leather sofas table and chairs, piped for television. Bathroom contains shower, toilet and whb. Communal laundry room with 2 x washing maching and 1 x dryer. Situated on Colombus Road Upper, 15 min walking distance from City Center, bus route 2 min walking distance.   

PLEASE RING ONLY NO Emails 01 8373959
                    ",Flat,22051570,-6.262829,53.364945
€280 Per week,"Harrington street, Portobello, Dublin 8, South Dublin City",1,1,Furnished,"
                        Centrally and conveniently located in the mature residential area of Portobello,between Camden Street Dublin 2 and the city end of South Circular Road, this bright recently renovated furnished 1bedroom flat can be long or short term and benefits from a large choice of nearby shops,restaurants,bars ,pubs and clubs and is within 5 minutes walk to green line LUAS electric train and Harcourt Street,15 minutes walk to DBS,Dublin Business School,DIT Kevin Street TU, Griffith College,Camden Street restaurants,pubs clubs and shops and 20 minutes walk to city centre and Trinity College.This studio includes a kitchen full size 4 plate ceramic cooker,oven,grill,fridge with a freezer,washing machine,clothes dryer,2 beds, bathroom with instant electric shower,and has a seperate  sleeping and living area This self contained flat is situated in an extremely quiet building.To view ring 087 716 07 19 anytime.
                    ",Flat,22032339,-6.267983,53.332378
€280 Per week,"Upper Buckingham Street, Dublin 1, Dublin City Centre",0,0,Furnished,,Studio,22044409,-6.252958,53.35375
"€1,200 Per month","23 Mayeston Drive, Saint Margaret's Road, St Margaret's, North Co. Dublin",0,0,Furnished,"
                        Delightful one double room apartment available to rent in the popular location of St Margaret's.
This bright modern stylish compact apartment comprises of an open plan sitting room/kitchen area with all modern cons and features and dark wooden floors throughout. One large double bedroom with fitted wardrobes and a large window for natural light. With a newly refurbished bathroom with Italian porcelain tiles and modest shower unit. Outside there is a small private garden for relaxation.
Within easy access to the m50,city centre, port tunnel and 10 minutes from Dublin Airport . And Charlestown Shopping Centre and Ikea are only a short walk from the property this is a must see 
Property. Gas and Wifi included 
Please email your interest by email only
                    ",Studio,22048983,-6.289109,53.407013
"€1,200 Per month","7, 28, Leinster Square, Rathmines, Dublin 6, South Dublin City",0,0,Furnished,,Studio,22014289,-6.266143,53.323501
"€1,200 Per month","Lower Rathmines Road, Rathmines, Dublin 6, South Dublin City",1,1,Furnished,,Apartment,22053676,-6.264834,53.328784
"€1,200 Per month","Fingal Street, Dublin 8, South Dublin City",1,1,Furnished,"
                        Requirements -- Full Written References , Full Security Deposit , One Month rent in advance , Previous  last 6 months bank statements 

New Ireland Lettings now bring to the rental market this one double bedroom cottage type house located just off Cork Street in Dublin 8 .

The property itself briefly comprises - Spacious Living Room , Kitchen , Bedroom with sliding shelved mirrored double doors , Bathroom with bath together with small courtyard to the rear. 

For convenience there is a Lidl 5 mins walk away plus bus stops to and from the city centre / surrounding areas 

A great rental opportunity for any discerning tenants(s) seeking immediate occupancy  

Photographs to follow within 2/3 hours .

Call Michael now to arrange an appointment to view - 0872843386
                    ",House,22059019,-6.288197,53.335421
"€1,200 Per month","54 Thomas Street, Christchurch, Dublin 8, Dublin City Centre",0,0,Furnished,"
                        This well presented studio apartment is located in Christchurch in the heart of Dublin City and has been refurbished to a high standard and comes with all modern fixtures and fittings. 

Accommodation consists of: open plan living/dining/sleeping area, kitchenette with modern appliances,  bathroom. 

54A Thomas Street is located beside Vicar Street, which is one of Ireland's premier music venues, and directly opposite the National College of Art and Design. It is within a very short distance of some of Dublin's most popular and historic visitor attractions including the Guinness Storehouse, Christchurch Cathedral, and Dublin Castle. The Christchurch & Liberties area has seen a great deal of investment in recent years and is now host to an array of award winning restaurants and popular bars.
                    ",Studio,22057244,-6.278236,53.342614
"€1,200 Per month","North Circular Road, Phoenix Park End, North Circular Road, Dublin 7, North Dublin City",1,1,Furnished,,Flat,22056958,-6.298196,53.352293
"€1,200 Per month","Turvey Woods, Donabate, North Co. Dublin",1,1,Furnished,"
                        *** EMAIL ENQUIRIES ONLY ***
Quaint ground floor one bedroom apartment to let in the fantastic village of Donabate, Co Dublin. this one bedroom apartment comes to the rental market in good condition with open fire in the living room and mirrored sliderobes in the master bedroom.  close to all local amenities, Dart Station and Donabate Beach. This is a an ideal let. Viewing recommended.

COVID19 - What to expect during the viewing: We would ask you that you remain a reasonable distance from the entrance of the property until instructed to enter by the Agent. Please make sure to use sanitiser before entering the property, we would also ask you to wear a mask during the viewing. Remember to maintain physical contact of at least 2m distance at all times. Please refrain from touching surfaces/door handles etc when walking through the property. Toilets are not for public use.
                    ",Apartment,22059682,-6.158232,53.487371
"€1,200 Per month","Ballyfermot Road, Ballyfermot, Dublin 10, South Dublin City",1,1,Furnished,,Apartment,22053028,-6.367334,53.343598
"€1,200 Per month","Westgate, Christchurch, Dublin 8, Christchurch, Dublin 8, Dublin City Centre",1,1,Furnished,"
                        **Newly Painted, New Wooden Flooring, new tiled Shower**

AM Estate Management are delighted to present this one bedroom apartment available immediately in this great central location. 

Accommodation comprises of entrance hall, one double bedroom, full bathroom, living room, Kitchen.

The apartment is Ideally located in the historic ""Christchurch"" all Dublin has to offer is literally on the door step. Grafton St, O'Connell St, Trinity College, LUAS and the Guinness factory are all just a short walk away.

If interested you will need the following documents:

1. Passport/ID
2. PPS Number
3. References (Landlord etc.. more references the better i.e. it will help your application)
4. One months rent.
5. One months deposit.

Please contact by email only to arrange viewings.

**Please insert mobile number so we can arrange viewing**

Thank You
                    ",Apartment,22045310,-6.276183,53.343578
"€1,200 Per month","36 Rathgar Road, Rathgar, Dublin 6, South Dublin City",0,1,Furnished,,Studio,22055054,-6.270047,53.318511
"€1,200 Per month","New Cabra Road, Cabra, Dublin 7, North Dublin City",0,0,Furnished,,Studio,22047050,-6.279073,53.360876
"€1,200 Per month","99 ranelagh village, Ranelagh, Dublin 6, South Dublin City",1,1,Furnished,,Apartment,22054432,-6.251886,53.324029
"€1,200 Per month","Dame Street, Dublin 2, Dublin City Centre",1,1,Furnished,,Flat,22053171,-6.266501,53.34416
"€1,200 Per month","Lower Sherrard Street, Dublin 1, Dublin City Centre",1,1,Furnished,,Flat,22035612,-6.258077,53.36
"€1,200 Per month","Moyne Road, Ranelagh, Dublin 6, South Dublin City",0,0,Furnished,"
                        *SUPERB LOCATION* *STUDIO APARTMENT* *AVAILABLE NOW* 

RAY COOKE LETTINGS are delighted to present this ideal studio apartment to the letting market in a mid-terraced Victorian property ideally located in one of the most sought after residential streets in Ranelagh. This self-contained accommodation comprises; Open plan kitchen/dining area, double bedroom and a bathroom. The property comes in excellent condition throughout. Early viewing is highly advised! 

Moyne Road is one of Ranelagh's most desirable and sought after roads due in no small part to its excellent location. It is within a gentle stroll of Ranelagh Village and a stone's throw to great local shopping at Dunville Avenue, where many great restaurants, shops and a host of other local services and amenities make everyday living a pleasure in a true village community. 

Features:
- Gas fired central heating
- Close to all amenities
- Washing machine/Dryer 
- Central location 
- BINS INCLUDED
- On street parking with Disc
- LOCATION LOCATION LOCATION! 
- AVAILABLE NOW!! 

FILL IN YOUR INFORMATION & CLICK EMAIL ADVERTISER ON THE RIGHT HAND SIDE OF THE ADVERTISEMENT - WE WILL CONTACT YOU BY PHONE OR EMAIL WITH VIEWING DETAILS WHEN THEY ARISE
                    ",Studio,22046531,-6.254967,53.319254
"€1,200 Per month","23 Mayeston Drive, Saint Margaret's Road, St Margaret's, North Co. Dublin",0,0,Furnished,"
                        Delightful one double room apartment available to rent in the popular location of St Margaret's.
This bright modern stylish compact apartment comprises of an open plan sitting room/kitchen area with all modern cons and features and dark wooden floors throughout. One large double bedroom with fitted wardrobes and a large window for natural light. With a newly refurbished bathroom with Italian porcelain tiles and modest shower unit. Outside there is a small private garden for relaxation.
Within easy access to the m50,city centre, port tunnel and 10 minutes from Dublin Airport . And Charlestown Shopping Centre and Ikea are only a short walk from the property this is a must see 
Property. Gas and Wifi included 
Please email your interest by email only
                    ",Studio,22048983,-6.289109,53.407013
"€1,200 Per month","7, 28, Leinster Square, Rathmines, Dublin 6, South Dublin City",0,0,Furnished,,Studio,22014289,-6.266143,53.323501
"€1,200 Per month","Lower Rathmines Road, Rathmines, Dublin 6, South Dublin City",1,1,Furnished,,Apartment,22053676,-6.264834,53.328784
"€1,200 Per month","Fingal Street, Dublin 8, South Dublin City",1,1,Furnished,"
                        Requirements -- Full Written References , Full Security Deposit , One Month rent in advance , Previous  last 6 months bank statements 

New Ireland Lettings now bring to the rental market this one double bedroom cottage type house located just off Cork Street in Dublin 8 .

The property itself briefly comprises - Spacious Living Room , Kitchen , Bedroom with sliding shelved mirrored double doors , Bathroom with bath together with small courtyard to the rear. 

For convenience there is a Lidl 5 mins walk away plus bus stops to and from the city centre / surrounding areas 

A great rental opportunity for any discerning tenants(s) seeking immediate occupancy  

Photographs to follow within 2/3 hours .

Call Michael now to arrange an appointment to view - 0872843386
                    ",House,22059019,-6.288197,53.335421
"€1,200 Per month","54 Thomas Street, Christchurch, Dublin 8, Dublin City Centre",0,0,Furnished,"
                        This well presented studio apartment is located in Christchurch in the heart of Dublin City and has been refurbished to a high standard and comes with all modern fixtures and fittings. 

Accommodation consists of: open plan living/dining/sleeping area, kitchenette with modern appliances,  bathroom. 

54A Thomas Street is located beside Vicar Street, which is one of Ireland's premier music venues, and directly opposite the National College of Art and Design. It is within a very short distance of some of Dublin's most popular and historic visitor attractions including the Guinness Storehouse, Christchurch Cathedral, and Dublin Castle. The Christchurch & Liberties area has seen a great deal of investment in recent years and is now host to an array of award winning restaurants and popular bars.
                    ",Studio,22057244,-6.278236,53.342614
"€1,200 Per month","North Circular Road, Phoenix Park End, North Circular Road, Dublin 7, North Dublin City",1,1,Furnished,,Flat,22056958,-6.298196,53.352293
"€1,200 Per month","Flat 9, 23 Harrington Street, Portobello, Dublin 8, South Dublin City",0,0,Furnished,"
                        Belgrave Property Management are delighted to present this beautiful, cosy studio apartment in the heart of the ever popular Portobello. (17 Sqm) 

This apartment comprises a kitchen, living room, and dining area. The bathroom is fitted with a power shower and the apartment features built in wardrobes to ensure ample storage. 

Portobello is a vibrant and energetic village just 10 minutes walk from the city centre of Dublin. Within the village there are a wide variety of shopping, dining and entertainment conveniences including Tesco, Bastible, Queen of Tarts, 57 The Headline, Flyfit to name but a few. Numerous bus routes servicing all parts of the city pass the front door while the nearest LUAS (Harcourt) is just 8 minutes walk away. 

Viewing is essential to appreciate this fine property.
                    ",Studio,22043192,-6.268048,53.332293
"€1,200 Per month","416 Harold's Cross Road, Harold's Cross, Dublin 6, South Dublin City",0,0,Furnished,"
                        This studio apartment is located in one of the most exclusive addresses - in the heart of Harold's Cross, Dublin 6. 

This studio rental property has just come on the market. It is newly renovated with a perfect location convenient to the villages of both Terenure and Rathgar. 

The property is well served by public transport with numerous bus routes nearby going in and out to the city centre. There is an excellent range of bars, restaurants and health clubs within close proximity from your front door. 

This property has a kitchen/living/dining area which fully furnished with a modern equipped kitchen which includes, fridge freezer, washing machine/dryer and a microwave. The bright bathroom has a walk-in shower. 

The market rent for this apartment is €1,400 however during the current COVID crisis, we are offering a €200 discount per month for 12 months, thereby reducing the rent to €1,200 for year 1. 

Please note the Ber is G but the property was recently refurbished and are awaiting an upgraded BER to be issued.
                    ",Studio,22060886,-6.282391,53.315204
"€1,200 Per month","Broadfield Drive, Rathcoole, South Co. Dublin",1,1,Furnished,"
                        Follow us on Facebook Ray Cooke Lettings & Instagram Ray Cooke Auctioneer's to see our new listings first!!


*RAY COOKE LETTINGS - EMAIL ENQUIRIES ONLY/NO PHONE CALLS PLEASE- FILL IN YOUR CONTACT INFORMATION ON THE RIGHT HANDSIDE AND CLICK SEND MESSAGE - WE WILL CONTACT YOU WITH VIEWING DETAILS WHEN THEY ARISE *** BRILLIANT LOCATION CLOSE TO THE CITY CENTRE ***AVAILABLE NOW!!! 

RAY COOKE LETTINGS proudly present this excellent granny flat to the market located in Broadfield, Rathcoole. Bright and spacious living accommodation comprises of open plan kitchen/lounge area, Bedroom area, , Fully tiled bathroom, Fitted wardrobes. This stylish property has a fully fitted kitchen with all appliances.
                    ",Flat,22041934,-6.484891,53.278233
"€1,200 Per month","Addison Road, Dublin 3, North Dublin City",1,1,Furnished,,Flat,22060676,-6.239354,53.362192
"€1,200 Per month","Clonliffe Road, Drumcondra, Dublin 3, North Dublin City",1,1,Furnished,"
                        Furnished Ground Floor 1 Bedroom apartment

Separate bedroom, bathroom with electric power shower & separate kitchen & separate Sitting room

Located conveniently to Fairview, Eastpoint Business Park, IFSC, Drumcondra, close to Fairview Park, Westwood Gym
On route to buses/train station or walkable distant to City Centre

Apartment has been freshly painted

Washing Machine Communal
Bins/Recycling included in rent

Deposit & 1 months rent in advance

References required
                    ",Apartment,22060608,-6.245555,53.36167
"€1,200 Per month","North Circular Road, Phoenix Park End, North Circular Road, Dublin 7, North Dublin City",1,1,Furnished,,Flat,22056958,-6.298196,53.352293
"€1,200 Per month","416 Harold's Cross Road, Harold's Cross, Dublin 6, South Dublin City",0,0,Furnished,"
                        This studio apartment is located in one of the most exclusive addresses - in the heart of Harold's Cross, Dublin 6. 

This studio rental property has just come on the market. It is newly renovated with a perfect location convenient to the villages of both Terenure and Rathgar. 

The property is well served by public transport with numerous bus routes nearby going in and out to the city centre. There is an excellent range of bars, restaurants and health clubs within close proximity from your front door. 

This property has a kitchen/living/dining area which fully furnished with a modern equipped kitchen which includes, fridge freezer, washing machine/dryer and a microwave. The bright bathroom has a walk-in shower. 

The market rent for this apartment is €1,400 however during the current COVID crisis, we are offering a €200 discount per month for 12 months, thereby reducing the rent to €1,200 for year 1. 

Please note the Ber is G but the property was recently refurbished and are awaiting an upgraded BER to be issued.
                    ",Studio,22060886,-6.282391,53.315204
